"data_extracao";"codigo";"nome";"telefone";"logradouro";"numero";"latitude";"longitude"
2020-03-10 01:58:32;468;DIRETRIZ 7121 X R JOAO ANTONIO SILVEIRA; ;DIRETRIZ ;"7121";"1";"1"
2020-03-10 01:58:32;344;FLORENCIO YGARTURA X MOSTARDEIRO; ;R DR FLORENCIO YGARTUA ;"391";-30,0300216355;-51,2030201295
2020-03-10 01:58:32;416;TRAVESSA DO CARMO; ;TRAV DO CARMO ;"84";-30,0384587822;-51,2260069625
2020-03-10 01:58:32;446;BENNO MENTZ X VINTE E SEIS DE ABRIL; ;R. BENNO MENTZ ;"1560";-30,0248465994;-51,1466299377
2020-03-10 01:58:32;10;GENERAL CALDWELL X GETÚLIO VARGAS;"3233-2503 ";R GEN CALDWELL ;"620";-30,0508632914;-51,2218783886
2020-03-10 01:58:32;227;CALDAS JUNIOR X ANDRADAS; ;R CALDAS JUNIOR ;"261";-30,0306980553;-51,2319304618
2020-03-10 01:58:32;373;MIGUEL TOSTES X CABRAL; ;R MIGUEL TOSTES ;"621";-30,0336922967;-51,2058031048
2020-03-10 01:58:32;376;MUCIO TEIXEIRA X MARCILIO DIAS; ;R MUCIO TEIXEIRA ;"699";-30,0512793995;-51,2245301853
2020-03-10 01:58:32;46;HOSPITAL ERNESTO DORNELLES;"3223-9245 ";AV IPIRANGA ;"1801";-30,0472138347;-51,2117751736
2020-03-10 01:58:32;64;ZAFFARI F. VIEIRA;"3311-3208 ";R FERNANDES VIEIRA ;"345";-30,0323802773;-51,2109505494
2020-03-10 01:58:32;226;JOAO PESSOA X REPUBLICA; ;AV JOAO PESSOA ;"599";-30,0371312836;-51,2196000115
2020-03-10 01:58:32;263;HOTEL RADISSON;"33882727 ";AV. CEL. LUCAS DE OLIVEIRA ;"995";-30,0312514811;-51,194565447
2020-03-10 01:58:32;449;SERTÓRIO X DONA ALZIRA; ;AV. SERTORIO ;"6767";-29,997878615;-51,1400143421
2020-03-10 01:58:32;350;IPIRANGA (HOSPITAL PUC); ;AV IPIRANGA ;"6000";-30,0587313531;-51,1810370069
2020-03-10 01:58:32;32;JOSÉ DO PATROCÍNIO X REPÚBLICA;"3224-8972 ";R JOSE DO PATROCINIO ;"413";-30,0390247698;-51,2241393783
2020-03-10 01:58:32;14;ADELINO F. JARDIM X MARTIM F. BERTA;"3366-8346 ";AV ADELINO FERREIRA JARDIM ;"15";-30,021163287;-51,1072466386
2020-03-10 01:58:32;107;ANTONIO GIUDICE X PROTASIO ALVES;"3386-4644 ";AV ANTONIO GIUDICE ;"115";-30,0380865431;-51,1241972257
2020-03-10 01:58:32;173;DIVISA X ICARAÍ; ;AV DIVISA ;"480";-30,0846895106;-51,2399904046
2020-03-10 01:58:32;293;BORGES DE MEDEIROS X SALGADO FILHO; ;AV BORGES DE MEDEIROS ;"450";-30,0305249522;-51,227698932
2020-03-10 01:58:32;404;TULIO DE ROSE X TADEU ONAR; ;AV TULIO DE ROSE ;"10";-30,0227818782;-51,163246379
2020-03-10 01:58:32;15;BIG SHOP (SERTÓRIO);"3340-4840 ";AV SERTORIO ;"6600";-29,9978009559;-51,1425811887
2020-03-10 01:58:32;130;LINDÓIA SHOPPING;"3347-3610 ";AV PANAMERICANA ;"47";-30,0099956315;-51,1511133008
2020-03-10 01:58:32;318;CAJU X PROTÁSIO ALVES; ;R CAJU ;"23";-30,0435967278;-51,1822113874
2020-03-10 01:58:32;379;NUNES X OSCAR PEREIRA; ;R NUNES ;"596";-30,0699033431;-51,2048494689
2020-03-10 01:58:32;39;PRAÇA PRINCESA ISABEL;"3223-1555 ";PCA PRINCESA ISABEL ;"0";-30,0507714179;-51,212773349
2020-03-10 01:58:32;78;SOUZA GOMES X WENCESLAU ESCOBAR;"3311-9246 ";TRAV GERMANO GARCIA ;"10";-30,1098968148;-51,2535182166
2020-03-10 01:58:32;254;HOTEL EMBAIXADOR;"32801213 ";R JERONIMO COELHO ;"325";-30,0326375516;-51,2260526961
2020-03-10 01:58:32;387;PRAIA DE BELAS X BASTIAN; ;AV PRAIA DE BELAS ;"1400";-30,0505936829;-51,2280818432
2020-03-10 01:58:32;422;PRINCESA ISABEL X GOMES JARDIM; ;AV PRINCESA ISABEL ;"771";-30,0471519557;-51,2059930702
2020-03-10 01:58:32;37;LAGEADO / NACIONAL;"3332-8343 ";AV LAGEADO ;"507";-30,0395012984;-51,1844748934
2020-03-10 01:58:32;43;JOSÉ DE ALENCAR X GONÇALVES DIAS;"3233-1098 ";R JOSE DE ALENCAR ;"940";-30,0605469487;-51,2220000438
2020-03-10 01:58:32;99;TRÊS DE ABRIL (INSS-IAPI);"3341-4593 ";R TRES DE ABRIL ;"0";-30,0138319224;-51,1784331229
2020-03-10 01:58:32;476;Liberdade x Paraguai ;"";R LIBERDADE;"227";-30,028339;-51,228538
2020-03-10 01:58:32;16;HOSPITAL DE CLÍNICAS;"3332-5789 ";R RAMIRO BARCELOS ;"2350";-30,0399311798;-51,2081162334
2020-03-10 01:58:32;98;SPORT CLUB SÃO JOSÉ X ASSIS BRASIL;"3341-6211 ";R SPORT CLUB SAO JOSE ;"75";-30,0103506477;-51,1712009858
2020-03-10 01:58:32;323;CLEMENCIANO BARNASQUE X TERESÓPOLIS; ;AV CLEMENCIANO BARNASQUE ;"30";-30,0818252059;-51,2116207829
2020-03-10 01:58:32;210;AUGUSTO DE CARVALHO X WASHINGTON LUIS; ;AV AUGUSTO DE CARVALHO ;"10";-30,0368328928;-51,2326415604
2020-03-10 01:58:32;473;Lima e Silva x Venâncio Aires;"";R GEN LIMA E SILVA;"1066";-30,028339;-51,228538
2020-03-10 01:58:32;391;SANTA TEREZINHA X JERONIMO DE ORNELAS; ;R SANTA TEREZINHA ;"450";-30,0412741428;-51,2100301
2020-03-10 01:58:32;139;MUCIO TEIXEIRA X BOTAFOGO;"3233-8416 ";R MUCIO TEIXEIRA ;"515";-30,0495294396;-51,2242404176
2020-03-10 01:58:32;42;QUINTINO BOCAIÚVA;"3342-7366 ";R QUINTINO BOCAIUVA ;"136";-30,0192058118;-51,1980229137
2020-03-10 01:58:32;169;ITAPITOCAI X ICARAÍ; ;R ITAPITOCAI ;"19";-30,0902069979;-51,241595331
2020-03-10 01:58:32;275;DUQUE DE CAXIAS;"32242088 ";R DUQUE DE CAXIAS ;"717";-30,0338065605;-51,2342893536
2020-03-10 01:58:32;279;REPÚBLICA;"3225-5211 ";R DA REPUBLICA ;"274";-30,0203924906;-51,1452746703
2020-03-10 01:58:32;340;FERNANDO GOMES X PADRE CHAGAS; ;R FERNANDO GOMES ;"100";-30,0265990701;-51,2050757297
2020-03-10 01:58:32;386;PRAIA DE BELAS X CECILIA MEIRELES 2; ;AV PRAIA DE BELAS ;"1181";-30,0489425548;-51,227925641
2020-03-10 01:58:32;193;GETULIO VARGAS;"30297310 ";AV GETULIO VARGAS ;"1118";-30,0544632764;-51,2223641924
2020-03-10 01:58:32;339;FELIX DA CUNHA X MARQUES DO POMBAL; ;R FELIX DA CUNHA ;"901";-30,0210135339;-51,2021293635
2020-03-10 01:58:32;343;FLAVIO PAUL X CRISTIANO FISCHER; ;R FLAVIO PAUL ;"10";-30,0527114464;-51,1703785912
2020-03-10 01:58:32;481;PADRE CACIQUE(GIGANTINHO);"";AV PADRE CACIQUE;"651";-30,028339;-51,228538
2020-03-10 01:58:32;461;CRISTÓVÃO C. X FELICISSIMO AZEVEDO; ;R. FELICÍSSIMO DE AZEVEDO ;"900";-30,0166240542;-51,1886926676
2020-03-10 01:58:32;484;Extinto: Polônia x Pernambuco;"";AV POLONIA;"822";-30,009429357214753;-51,200838088989265
2020-03-10 01:58:32;87;VASCO DA GAMA X JOÃO TELES;"3312-4967 ";R VASCO DA GAMA ;"15";-30,0317364409;-51,2121370259
2020-03-10 01:58:32;368;LUZITANA X ASSIS BRASIL; ;R LUZITANA ;"22";-30,0083840474;-51,1842402917
2020-03-10 01:58:32;331;CECILIA, DONA X AZENHA; ;R DONA CECILIA ;"18";-30,0576614294;-51,2154585588
2020-03-10 01:58:32;211;FERNANDO MACHADO X BORGES DE MEDEIROS; ;R CEL FERNANDO MACHADO ;"860";-30,0349485375;-51,2290217473
2020-03-10 01:58:32;231;GEN CAMARA X SETE DE SETEMBRO; ;R GEN CAMARA ;"156";-30,0291204441;-51,2299454719
2020-03-10 01:58:32;426;MANOEL ELIAS; ;AV MANOEL ELIAS ;"2006";-30,0334972775;-51,1213896644
2020-03-10 01:58:32;462;R. ARACY FROES X R. DR OTAVIO DOS SANTOS; ;R ARACY FROES ;"257";-30,0397505967;-51,1451136724
2020-03-10 01:58:32;464;AV. SEVERO DULLIUS (PEPSI ON STAGE); ;AV SEVERO DULLIUS ;"1995";-29,9882438488;-51,1781456632
2020-03-10 01:58:32;188;MANOEL LOBATO X ABELARDO MARQUES; ;R PROF MANOEL LOBATO ;"151";-30,0698685403;-51,2163340875
2020-03-10 01:58:32;440;CECÍLIO MONZA X HEITOR VIEIRA; ;RUA DOUTOR CECÍLIO MONZA ;"137";-30,1541396982;-51,1343222896
2020-03-10 01:58:32;255;HOTEL SAVOY;"3212-9339 ";AV BORGES DE MEDEIROS ;"688";-30,032604728;-51,2277995104
2020-03-10 01:58:32;136;SATURNINO DE BRITO X DOM LUIS GUANELLA;"3334-9309 ";AV SATURNINO DE BRITO ;"1627";-30,0273876286;-51,1506800944
2020-03-10 01:58:32;359;JOSÉ DE ALENCAR X ANTENOR LEMOS; ;R JOSE DE ALENCAR ;"259";-30,0597098036;-51,2290078597
2020-03-10 01:58:32;431;SÃO GUILHERME X BENTO GONÇALVES; ;R SAO GUILHERME ;"6";-30,0625966142;-51,1614245804
2020-03-10 01:58:32;11;BOURBON IPIRANGA;"3315-4433 ";R DEZOITO DE SETEMBRO ;"199";-30,0563247288;-51,1866957192
2020-03-10 01:58:32;19;CARREFOUR;"3336-0034 ";R ALBION ;"111";-30,0608396682;-51,1658178421
2020-03-10 01:58:32;5;AEROPORTO SALGADO FILHO;"3342-5000 ";AV SEVERO DULLIUS ;"90010";-29,9891220114;-51,1682736097
2020-03-10 01:58:32;272;PORTO ALEGRE RESIDENCE HOTEL; ;TRAV TUYUTY ;"10";-30,0333680902;-51,2239501161
2020-03-10 01:58:32;288;LUIZ MANOEL GONZAGA X CARLOS GOMES; ;AV LUIZ MANOEL GONZAGA ;"450";-30,0341061242;-51,1768623043
2020-03-10 01:58:32;463;AV. ÉRICO VERÍSSIMO X AV. IPIRANGA; ;AV ERICO VERISSIMO ;"400";-30,0488709637;-51,2180807219
2020-03-10 01:58:32;142;CUBANOS X ALBION;"3336-5323 ";AV DOS CUBANOS ;"303";-30,0589071862;-51,1661828823
2020-03-10 01:58:32;109;INSTITUTO DE CARDIOLOGIA;"3223-5434 ";AV PRINCESA ISABEL ;"395";-30,0488766991;-51,2090287187
2020-03-10 01:58:32;320;CÂNCIO GOMES X SANTOS DUMONT; ;R CANCIO GOMES ;"372";-30,0170461127;-51,208931021
2020-03-10 01:58:32;29;FÉLIX DA CUNHA X CRISTÓVÃO COLOMBO;"3222-2290 ";R FELIX DA CUNHA ;"561";-30,0181398382;-51,2023972048
2020-03-10 01:58:32;111;SÃO PEDRO X PRESIDENTE ROOSEVELT;"3343-5512 ";AV SAO PEDRO;"531";-30,00990619;-51,2037535557
2020-03-10 01:58:32;93;EURICO LARA X JOSÉ DE ALENCAR;"3233-0213 ";R EURICO LARA ;"51";-30,0602756581;-51,2169332859
2020-03-10 01:58:32;84;SÃO FRANCISCO X VICENTE DA FONTOURA;"3223-4312 ";R VICENTE DA FONTOURA ;"1500";-30,0475888619;-51,1998502341
2020-03-10 01:58:32;474;Casemiro de Abreu x Bordini, Cel ;"";R CASEMIRO DE ABREU;"1233";-30,028339;-51,228538
2020-03-10 01:58:32;470;Félix da Cunha (Anexo);"";R FELIX DA CUNHA;"681";-30,028339;-51,228538
2020-03-10 01:58:32;408;"24 DE OUTUBRO X OLAVO BARRETO VIANA"; ;R VINTE QUATRO DE OUTUBRO ;"722";-30,0247084929;-51,2010447446
2020-03-10 01:58:32;423;JOÃO GUIMARÃES X PROTÁSIO ALVES; ;R JOAO GUIMARAES ;"87";-30,0397202548;-51,2015019089
2020-03-10 01:58:32;9;CRISTÓVÃO COLOMBO/FELICÍSSIMO DE AZEVEDO;"3342-1733 ";AV CRISTOVAO COLOMBO ;"3187";-30,0175795604;-51,1883599298
2020-03-10 01:58:32;95;LAURO MÜLLER X A. J. RENNER;"3374-2070 ";R LAURO MULLER ;"560";-29,9970227185;-51,1961960469
2020-03-10 01:58:32;364;LIBERO BADARO X ANITA GARIBALDI; ;R LIBERO BADARO ;"420";-30,021544315;-51,1712996913
2020-03-10 01:58:32;441;PRESÍDIO CENTRAL; ;RUA DO PRESÍDIO ;"476";"1";"1"
2020-03-10 01:58:32;286;DOMINGOS CRESCÊNCIO X SANTANA; ;R DOMINGOS CRESCENCIO ;"358";-30,0491176589;-51,2066778739
2020-03-10 01:58:32;371;MARIANTE X CASEMIRO DE ABREU; ;R MARIANTE ;"399";-30,0312949593;-51,2042624321
2020-03-10 01:58:32;50;NACIONAL LEOPOLDINA;"3366-1183 ";R DR ROMAGUERA DA CUNHA CORREA ;"11";-30,01538577;-51,1119451705
2020-03-10 01:58:32;300;SÃO MIGUEL X APARICIO BORGES; ;RUA SÃO MIGUEL ;"220";-30,0727103884;-51,1925385293
2020-03-10 01:58:32;349;GOETHE X MOSTARDEIRO; ;AV GOETHE ;"0";-30,0295693483;-51,201143965
2020-03-10 01:58:32;124;SÃO LUIZ X IPIRANGA;"3223-3944 ";R SAO LUIZ ;"96";-30,044497545;-51,2066243134
2020-03-10 01:58:32;317;CABRAL X JOAQUIM PEDRO SALGADO; ;R CABRAL ;"1009";-30,0349136775;-51,1979397772
2020-03-10 01:58:32;260;MILLENIUM FLAT;"3223-3340 ";R DR ALTER CINTRA DE OLIVEIRA ;"0";-30,0548525027;-51,2289287453
2020-03-10 01:58:32;418;FABRICIO PILAR X ARTHUR ROCHA; ;R TEN CEL FABRICIO PILAR ;"800";-30,0254209154;-51,1892520077
2020-03-10 01:58:32;75;SANTO ANTONIO; ;R SANTO ANTONIO ;"782";-30,0320976396;-51,2142508681
2020-03-10 01:58:32;233;URUGUAI X SIQUEIRA CAMPOS; ; RUA URUGUAI ;"155";-30,0281645926;-51,2289659119
2020-03-10 01:58:32;53;PORTO SECO;"3340-9519 ";AV DANTE ANGELO PILLA ;"98";-30,0141678155;-51,1191162626
2020-03-10 01:58:32;82;JERÔNIMO DE ORNELAS X JOÃO PESSOA;"3223-4852 ";AV JERONIMO DE ORNELAS ;"14";-30,0433150443;-51,214491152
2020-03-10 01:58:32;26;ZAFFARI HIGIENÓPOLIS;"3328-7880 ";AV PLINIO BRASIL MILANO ;"1000";-30,0207897115;-51,1813200495
2020-03-10 01:58:32;104;PAULINO TEIXEIRA X PROTÁSIO ALVES;"3331-9633 ";R CEL PAULINO TEIXEIRA ;"423";-30,0380988985;-51,2032151055
2020-03-10 01:58:32;332;CEFER II X ANTONIO DE CARVALHO; ;RUA UM - CEFER II ;"10";-30,0535344384;-51,1470700773
2020-03-10 01:58:32;381;PALMIRA GOBBI X BONIFACIO NUNES; ;AV PALMIRA GOBBI ;"990";-29,9786661056;-51,1890428713
2020-03-10 01:58:32;4;TRIÂNGULO;"3340-0110 ";R GOMES DE FREITAS ;"72";-30,0107502917;-51,1430301762
2020-03-10 01:58:32;240;DR FLORES X SEN SALGADO FILHO; ;R DR FLORES ;"449";-30,0076312756;-51,152806097
2020-03-10 01:58:32;264;HOTEL INTERCITY;"3337-2140 ";R PROF SARMENTO BARATA ;"297";-29,9982848299;-51,1939983907
2020-03-10 01:58:32;163;CAVALHADA X EDUARDO PRADO; ;AV. DA CAVALHADA ;"5088";-30,1206508439;-51,2245350057
2020-03-10 01:58:32;217;ANDRE BELO X GETULIO VARGAS; ;R CEL ANDRE BELO ;"705";-30,0465173611;-51,2219802788
2020-03-10 01:58:32;274;HOTEL LANCASTER;"3212-7267 ";R GEN ANDRADE NEVES ;"159";-30,0307717978;-51,2282245936
2020-03-10 01:58:32;273;VICENTE DA FONTOURA;"3232-7848 ";R VICENTE DA FONTOURA ;"1164";-30,0491872053;-51,2028288715
2020-03-10 01:58:32;338;CARLOS VON KOSERITZ X CRISTOVÃO COLOMBO; ;R FELICISSIMO DE AZEVEDO ;"1020";-30,0177613702;-51,1885913355
2020-03-10 01:58:32;194;VISCONDE DO HERVAL X GETULIO VARGAS; ;R VISCONDE DO HERVAL ;"690";-30,0532347419;-51,2220673934
2020-03-10 01:58:32;212;PRAÇA MARECHAL DEODORO X DUQUE DE CAXIAS; ;PRAÇA MARECHAL DEODORO ;"101";-30,0323434736;-51,2301264748
2020-03-10 01:58:32;242;DR FLORES X ANDRADAS; ;R DR FLORES ;"263";-30,0067965017;-51,1525177699
2020-03-10 01:58:32;312;BENTO GONÇALVES X APARICIO BORGES; ;AV BENTO GONCALVES ;"2905";-30,0630598421;-51,1863733297
2020-03-10 01:58:32;38;ALFA X PROTÁSIO ALVES;"3334-4212 ";R ALFA ;"55";-30,03831021;-51,1729574618
2020-03-10 01:58:32;58;REPUBLICA X JOÃO PESSOA;"3227-4355 ";R DA REPUBLICA ;"24";-30,0364568435;-51,2203259714
2020-03-10 01:58:32;138;SILVADO X BENTO GONÇALVES;"3315-3504 ";R TEN ALPOIM ;"39";-30,0653424627;-51,181934717
2020-03-10 01:58:32;297;ANGELO CORSO X CEL MASSOT; ;R. ANGELO CORSO ;"5";-30,0975645592;-51,2338197685
2020-03-10 01:58:32;250;CARLOS CHAGAS X JULIO DE CASTILHOS; ;R CARLOS CHAGAS ;"55";-30,0248909819;-51,2229228385
2020-03-10 01:58:32;479; Rua Jorge Babot Miranda x Av. Juca Batista;"";R JORGE BABOT MIRANDA;"80";-30,028339;-51,228538
2020-03-10 01:58:32;361;JOSÉ FERREIRA DA SILVA X BENTO GONÇALVES; ;R DR JOSE FERREIRA DA SILVA ;"100";-30,0623682304;-51,1876475929
2020-03-10 01:58:32;259;HOTEL HOLIDAY;"3388-4728 ";AV CARLOS GOMES ;"565";-30,02686522;-51,1821409037
2020-03-10 01:58:32;336;FARRAPOS X HOFFMANN; ;AV FARRAPOS;"1295";-30,0193355895;-51,2099791541
2020-03-10 01:58:32;307;ASSIS BRASIL X SERTÓRIO; ;AV ASSIS BRASIL ;"8282";-29,9822425884;-51,1157605433
2020-03-10 01:58:32;137;JOÃO ALFREDO X REPÚBLICA;"3211-2260 ";R DA REPUBLICA ;"677";-30,040230868;-51,2259460121
2020-03-10 01:58:32;435;BOULEVARD STRIP CENTER; ;AV ASSIS BRASIL ;"4320";-30,0089291898;-51,1434977229
2020-03-10 01:58:32;92;MARILAND X 24 DE OUTUBRO;"3342-4398 ";AV MARILAND ;"815";-30,0220529197;-51,1939150639
2020-03-10 01:58:32;342;DONA FIRMINA X BENTO GONÇALVES; ;RUA DONA FIRMINA ;"11";-30,0619283641;-51,1712306263
